









Frequency of observations in the selected location(s).:
Number of taxa: 	624

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Swan Goose	0.0	0.0	2.213E-4	0.0	1.232E-4	0.0	6.1E-5	1.181E-4	0.0	0.0	2.072E-4	0.0	9.16E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.268E-4	1.157E-4	0.0	1.38E-4	0.0	3.049E-4	4.651E-4	0.0	0.0	0.0	0.0	1.526E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	9.49E-5	1.319E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Graylag x Swan Goose (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	6.1E-5	0.0	0.0	0.0	0.0	0.0	9.16E-5	0.0	0.0	0.0	5.18E-5	0.0	6.28E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.229E-4	0.0	0.0	0.0	1.294E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Greater White-fronted Goose	0.0013679	0.0049319	0.0045364	0.0037178	0.0016012	0.0047327	0.0053678	0.009092	0.0066739	0.0046896	0.0024865	0.0020784	2.747E-4	0.0	7.86E-5	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.228E-4	2.032E-4	0.0018477	9.833E-4	0.002431	0.0017083	1.319E-4	0.0015524	9.135E-4	0.0024876	0.0030009	0.0016667	0.0011515	0.0020574	
Pink-footed Goose	0.0	8.577E-4	7.745E-4	0.0010224	6.158E-4	0.0015349	4.27E-4	2.362E-4	3.64E-4	0.0015	0.0	1.341E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.048E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002303	0.0	
Domestic goose sp. (Domestic type)	0.0014534	0.0017154	0.0011064	0.0010224	0.0016012	0.001407	0.0017079	0.0021254	0.0015775	0.0012282	0.0012433	0.0015421	0.002289	0.0011951	8.65E-4	0.002195	0.0031061	0.0031717	0.0021338	0.001395	0.0016202	8.122E-4	0.0013805	0.0011158	0.0010671	6.202E-4	0.0011834	0.0019073	0.0029767	0.0015571	0.0018315	0.0012725	0.0011564	9.061E-4	9.821E-4	0.0011174	0.0011086	0.0015978	7.293E-4	7.592E-4	0.0010555	0.0010349	0.001044	9.734E-4	0.0010003	9.722E-4	7.677E-4	0.0010699	
Brant	0.0540309	0.0643294	0.0728037	0.0560461	0.0561646	0.0507803	0.0359888	0.0514819	0.0487805	0.045891	0.042271	0.0577271	0.0423915	0.0467692	0.0363293	0.0395735	0.0285241	0.0344919	0.0431154	0.0259971	0.0156232	0.0071934	0.0026229	0.0018969	0.0016768	0.0017054	6.762E-4	3.366E-4	1.567E-4	3.114E-4	0.0016789	9.789E-4	1.285E-4	3.883E-4	0.0011048	0.0075173	0.0121951	0.0207719	0.0628419	0.051248	0.0664995	0.0545925	0.0495889	0.0532122	0.0478708	0.0531944	0.04913	0.0649329	
Snow Goose x Brant (hybrid)	8.55E-5	1.072E-4	1.106E-4	2.788E-4	1.232E-4	0.0	6.1E-5	2.362E-4	0.0	0.0	1.036E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.305E-4	1.082E-4	0.0	0.0	2.559E-4	8.23E-5	
Barnacle Goose	0.0	0.0013938	9.958E-4	7.436E-4	0.0025865	8.954E-4	0.001037	5.904E-4	1.213E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017305	0.0010003	8.333E-4	8.956E-4	0.0013168	
Cackling Goose	0.0047876	0.0057896	0.0050896	0.0030672	0.0035719	0.0017907	0.0029279	0.0101547	0.0069166	0.0115007	0.0064235	0.0049614	5.493E-4	3.984E-4	3.932E-4	0.0	0.0	0.0	0.0	3.804E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.294E-4	0.0015959	0.002438	0.0055432	0.0024582	0.0047405	0.0052197	0.0055416	0.0049159	0.0049589	0.0033528	0.0052872	0.005	0.0030706	0.0023043	
Barnacle x Cackling Goose (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.213E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.305E-4	0.0	0.0	0.0	0.0	0.0	
Canada Goose	0.2703257	0.2843358	0.2767205	0.2826471	0.2852568	0.2753901	0.2386849	0.4446806	0.3773814	0.4525458	0.5121218	0.5239692	0.4897455	0.5018724	0.48675	0.4864848	0.4322617	0.4030659	0.3858416	0.3484243	0.2917486	0.2139459	0.1820817	0.1501897	0.1484756	0.1843411	0.1961116	0.2596208	0.2520758	0.2468078	0.2467949	0.2575372	0.2714891	0.2784466	0.3224896	0.3912028	0.4089677	0.4159292	0.398201	0.3594002	0.3595461	0.3311772	0.349341	0.333766	0.3223778	0.2747222	0.2757165	0.2876306	
Swan Goose x Canada Goose (hybrid)	0.0	0.0	0.0	0.0	1.232E-4	3.837E-4	6.1E-5	0.0	0.0	0.0	1.036E-4	6.7E-5	0.0	0.0	0.0	0.0	5.18E-5	0.0	0.0	6.34E-5	2.315E-4	1.16E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.229E-4	2.431E-4	0.0	1.319E-4	0.0	0.0	0.0	1.429E-4	0.0	0.0	0.0	
Greater White-fronted x Canada Goose (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.858E-4	0.0	0.0	0.0	
Graylag x Canada Goose (hybrid)	8.55E-5	0.0	1.106E-4	0.0	0.0	0.0	0.0	0.0015	1.213E-4	0.0	0.0	0.0	9.16E-5	7.97E-5	0.0	0.0	0.0	0.0	6.28E-5	6.34E-5	0.0	0.0	1.38E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.016E-4	0.0015	1.229E-4	0.0	0.0	0.0	2.587E-4	0.0015	1.082E-4	2.858E-4	1.389E-4	0.0	8.23E-5	
Domestic goose sp. x Canada Goose (hybrid)	8.55E-5	1.072E-4	1.106E-4	9.29E-5	1.232E-4	0.0	0.0	0.0	1.213E-4	0.0	1.036E-4	6.7E-5	9.16E-5	7.97E-5	2.359E-4	1.881E-4	1.553E-4	6.61E-5	6.28E-5	0.0	2.315E-4	1.16E-4	2.761E-4	1.116E-4	0.0015	0.0	0.0	1.122E-4	0.0	0.0	1.526E-4	9.79E-5	0.0	1.294E-4	2.455E-4	1.016E-4	2.464E-4	1.229E-4	1.216E-4	2.847E-4	0.0	0.0	0.0	1.082E-4	0.0	0.0	1.279E-4	8.23E-5	
Snow x Canada Goose (hybrid)	8.55E-5	1.072E-4	2.213E-4	0.0	0.0	1.279E-4	3.66E-4	3.542E-4	8.494E-4	1.117E-4	6.216E-4	6.7E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.464E-4	3.687E-4	2.431E-4	0.0	1.319E-4	1.294E-4	2.61E-4	0.0	0.0	0.0	0.0015	1.646E-4	
Barnacle x Canada Goose (hybrid)	0.0	0.0	1.106E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cackling/Canada Goose	0.0011969	4.289E-4	6.639E-4	0.0011153	6.158E-4	8.954E-4	0.001098	0.0012989	0.0012134	0.0024565	8.288E-4	6.705E-4	0.0	7.97E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.855E-4	1.229E-4	8.509E-4	0.0011388	7.917E-4	6.468E-4	7.83E-4	9.734E-4	7.145E-4	6.944E-4	5.118E-4	6.584E-4	
Branta sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.116E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
goose sp.	5.984E-4	5.361E-4	4.426E-4	5.577E-4	4.927E-4	0.0010233	6.71E-4	0.0024796	7.281E-4	0.0032381	0.0013469	4.693E-4	9.156E-4	4.78E-4	4.718E-4	8.153E-4	5.177E-4	3.965E-4	4.393E-4	7.609E-4	4.629E-4	1.16E-4	2.761E-4	3.347E-4	6.098E-4	4.651E-4	0.0	1.122E-4	4.7E-4	0.0	3.053E-4	4.894E-4	6.424E-4	7.767E-4	1.228E-4	1.016E-4	0.0011086	4.916E-4	0.0017017	0.0010439	0.0014514	0.001423	0.001305	9.734E-4	0.0018577	4.167E-4	7.677E-4	4.938E-4	
Mute Swan	0.0712148	0.0862014	0.0805488	0.068129	0.0794433	0.0704784	0.0553861	0.0915102	0.0763257	0.0811746	0.0851637	0.0893061	0.0818531	0.0857302	0.0741527	0.0698652	0.0567894	0.0502181	0.0479478	0.0417856	0.0405046	0.0331825	0.0349255	0.0341442	0.0339939	0.0420155	0.0358411	0.0435319	0.0418299	0.0439116	0.0460928	0.0534456	0.0585892	0.0554045	0.0623619	0.0638968	0.0678739	0.0694444	0.0756047	0.0647243	0.0767911	0.0641656	0.0746444	0.088687	0.0713061	0.0690278	0.0639713	0.0745618	
Black Swan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.49E-5	0.0	0.0	0.0	1.082E-4	0.0	0.0	0.0	0.0	
Trumpeter Swan	0.0023083	0.0042886	0.0037619	0.0028813	0.0041877	0.0037094	0.0023179	0.0072027	0.0061886	0.0046896	0.0048695	0.0053637	0.0060428	0.0077285	0.0086498	0.0057698	0.0037791	0.0044932	0.0064014	0.0078625	0.0055549	0.0066133	0.0035892	0.0033475	0.0025915	0.0066667	0.0035503	0.0028049	0.0050133	0.0107443	0.0129731	0.0170321	0.0155467	0.0055663	0.0040511	0.0050792	0.0078837	0.0071288	0.0049836	0.0032267	0.0039583	0.0031048	0.0011745	0.0024876	0.0027151	0.0016667	8.956E-4	0.0013168	
Tundra Swan	0.0064119	0.0096494	0.0105112	0.0086439	0.0080059	0.0089537	0.0064658	0.0302279	0.0145613	0.0259044	0.0281807	0.0137446	0.0032961	0.0025496	0.0044036	0.0011916	8.801E-4	5.947E-4	2.51E-4	5.073E-4	0.0011573	0.0	2.761E-4	1.116E-4	6.098E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.232E-4	9.833E-4	0.0020664	0.0021828	0.0130624	0.0184994	0.0130497	0.020982	0.016862	0.0152778	0.0081883	0.0078183	
Trumpeter/Tundra Swan	5.984E-4	0.0010722	4.426E-4	3.718E-4	2.463E-4	5.116E-4	5.49E-4	9.446E-4	3.64E-4	7.816E-4	7.252E-4	9.387E-4	0.0011903	7.967E-4	1.573E-4	2.509E-4	5.18E-5	0.0015	6.28E-5	6.34E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.458E-4	1.216E-4	6.643E-4	0.0013194	0.0012937	0.001044	0.0011897	4.287E-4	8.333E-4	3.838E-4	4.115E-4	
swan sp.	7.694E-4	0.0012866	5.532E-4	0.0013942	0.001478	0.0016628	0.0016469	0.0018892	4.854E-4	0.0025681	0.0019685	0.0012739	5.493E-4	5.577E-4	9.436E-4	3.763E-4	6.212E-4	5.286E-4	2.51E-4	1.902E-4	1.157E-4	4.641E-4	2.761E-4	2.232E-4	3.049E-4	1.55E-4	1.691E-4	2.244E-4	1.567E-4	4.671E-4	3.053E-4	9.79E-5	3.855E-4	1.294E-4	0.0	5.079E-4	2.464E-4	0.0	3.647E-4	5.694E-4	5.278E-4	0.0011643	5.22E-4	0.001406	5.716E-4	8.333E-4	7.677E-4	9.053E-4	
Egyptian Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.648E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
South African Shelduck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Muscovy Duck	3.42E-4	0.0017154	2.213E-4	1.859E-4	8.622E-4	0.0	3.66E-4	3.542E-4	2.427E-4	2.233E-4	2.072E-4	2.682E-4	2.747E-4	6.374E-4	3.932E-4	6.27E-5	1.553E-4	2.643E-4	3.138E-4	1.902E-4	5.786E-4	2.32E-4	4.141E-4	1.116E-4	6.098E-4	0.0015	3.381E-4	0.0	4.7E-4	3.114E-4	6.105E-4	0.0	0.0	1.294E-4	3.683E-4	0.0	0.0015	1.229E-4	1.216E-4	9.49E-5	2.639E-4	0.0	1.305E-4	0.0	1.429E-4	1.389E-4	2.559E-4	8.23E-5	
Wood Duck	0.0114559	0.0122226	0.0116176	0.0106887	0.0105924	0.0110003	0.0099427	0.0327075	0.0354326	0.054042	0.0940738	0.1298022	0.1400842	0.1554458	0.1475191	0.1420508	0.1193249	0.1042685	0.0910631	0.0810982	0.0685106	0.0707739	0.0652954	0.0600312	0.0641768	0.0796899	0.0816568	0.0891956	0.0918064	0.0943631	0.0992063	0.1149178	0.11705	0.1146926	0.1049595	0.1189557	0.1212121	0.1076696	0.0968761	0.0805732	0.0591107	0.0419146	0.0279264	0.0214147	0.0172907	0.0170833	0.0126663	0.0090528	
Mandarin Duck	0.0014534	0.0018227	0.0012171	7.436E-4	9.853E-4	3.837E-4	4.27E-4	4.723E-4	6.067E-4	5.583E-4	8.288E-4	2.011E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.146E-4	0.0	0.0012337	0.0034305	0.0019405	0.0014355	0.0023794	0.0018577	0.0041667	0.0025589	0.0024689	
Blue-winged Teal	0.0	0.0	0.0	0.0	0.0024634	0.0010233	0.0	3.542E-4	0.0	5.583E-4	0.0033154	0.0087161	0.029848	0.0410326	0.0430133	0.0272186	0.0122172	0.0089864	0.0102297	0.0153446	0.0072908	0.0062652	0.0040033	0.0037938	0.0036585	0.0020155	0.0040575	0.0016829	0.0036033	0.0070072	0.0140415	0.0303446	0.0361043	0.0198058	0.0197643	0.0200122	0.0184775	0.0120452	0.0093594	0.0060738	0.0032986	6.468E-4	2.61E-4	3.245E-4	2.858E-4	1.389E-4	0.0	3.292E-4	
Cinnamon Teal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001094	3.796E-4	1.319E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-winged x Cinnamon Teal (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.036E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Shoveler	0.0364196	0.0305564	0.0300952	0.0291849	0.0311615	0.0305705	0.0231792	0.0405006	0.036282	0.0379634	0.0554289	0.0622192	0.0743454	0.067166	0.0528427	0.029539	0.0118548	0.0073345	0.0064642	0.0039313	0.0028932	0.0016243	8.283E-4	5.579E-4	6.098E-4	7.752E-4	8.453E-4	0.001122	0.00141	9.343E-4	0.0032051	0.0143892	0.0181164	0.0143689	0.0185367	0.028139	0.0379404	0.0385939	0.0551841	0.0435608	0.051326	0.0426908	0.0371917	0.0387194	0.039154	0.0291667	0.0240532	0.0289688	
Gadwall	0.0436009	0.0530717	0.0521133	0.049447	0.0460648	0.0456639	0.030804	0.0626993	0.0525422	0.0552702	0.0663075	0.0659068	0.0650064	0.0566489	0.044586	0.0322358	0.0213284	0.0216731	0.0193925	0.0223829	0.0158546	0.0133426	0.0099393	0.0130551	0.0077744	0.0069767	0.0064243	0.0063952	0.0045433	0.0060729	0.007326	0.0146829	0.0168316	0.0111327	0.0143629	0.0194027	0.036339	0.0345379	0.0460678	0.0465977	0.0534371	0.04489	0.0505024	0.0508328	0.0480137	0.0472222	0.0440123	0.0443585	
Eurasian Wigeon	0.0022228	0.0034309	0.0027661	0.001673	0.0011085	8.954E-4	7.93E-4	0.0076751	0.0049751	0.0094908	0.0092209	0.0077774	0.0025636	0.0023902	7.863E-4	3.136E-4	2.071E-4	0.0	6.28E-5	0.0014584	2.315E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.567E-4	0.0	0.0	9.79E-5	0.0019273	1.294E-4	2.455E-4	7.111E-4	7.391E-4	0.001352	0.0017017	0.0020879	0.0030347	6.468E-4	0.001305	0.0011897	0.0015719	0.0013889	0.0010235	1.646E-4	
American Wigeon	0.0241087	0.0285194	0.0253375	0.0217492	0.0219239	0.0193144	0.0210443	0.0696658	0.0575173	0.0682224	0.0848529	0.0816628	0.0607032	0.0450163	0.0296454	0.0167451	0.0067298	0.0050879	0.0042048	0.0041215	0.0020831	6.961E-4	0.0012424	4.463E-4	7.622E-4	0.0043411	0.0032122	0.0038147	0.0015667	0.0045157	0.0042735	0.0092991	0.01696	0.0086731	0.0159588	0.0289516	0.0396649	0.0350295	0.0443661	0.0362532	0.0480274	0.032859	0.0344513	0.0332035	0.0252929	0.0219444	0.0199591	0.0180232	
Eurasian x American Wigeon (hybrid)	8.55E-5	0.0	2.213E-4	0.0	7.39E-4	2.558E-4	2.44E-4	3.542E-4	0.0	2.233E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.319E-4	0.0	0.0	0.0	1.429E-4	2.778E-4	1.279E-4	0.0	
Eurasian/American Wigeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7E-5	9.16E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mallard	0.2469009	0.2611772	0.2641071	0.247049	0.2635793	0.2313891	0.1825058	0.3158578	0.2707196	0.3104064	0.3549523	0.3821656	0.3669658	0.3904071	0.3766612	0.3719661	0.3224621	0.30448	0.2885653	0.2727792	0.2383983	0.2002553	0.1925732	0.172283	0.1606707	0.179845	0.1790363	0.2215864	0.2310826	0.236375	0.2396215	0.2579287	0.2614673	0.2612298	0.2575497	0.2746851	0.286647	0.2819567	0.3059438	0.2961944	0.3050534	0.2886158	0.3083649	0.3065109	0.2753644	0.2613889	0.2429632	0.2554522	
Muscovy Duck x Mallard (hybrid)	8.55E-5	1.072E-4	0.0	4.647E-4	3.695E-4	3.837E-4	3.66E-4	9.446E-4	4.854E-4	2.233E-4	2.072E-4	4.693E-4	3.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55E-4	0.0	0.0	0.0	0.0	1.526E-4	9.79E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.216E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gadwall x Mallard (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.213E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Wigeon x Mallard (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.108E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
