









Frequency of observations in the selected location(s).:
Number of taxa: 	449

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Canada Goose	0.2266667	0.1261261	0.1919192	0.1678832	0.1854839	0.1583333	0.2280702	0.2396694	0.2585034	0.196319	0.2139037	0.1895425	0.1841004	0.21875	0.2	0.267101	0.2300613	0.2278912	0.1875	0.1974922	0.1681034	0.1506276	0.1308411	0.1174377	0.0945274	0.1554054	0.132948	0.2247191	0.1454545	0.106383	0.1294118	0.1129707	0.1287129	0.1555556	0.1847134	0.2105263	0.1707317	0.2028302	0.2234043	0.2369668	0.281768	0.218543	0.2442748	0.1853448	0.1421053	0.1812081	0.256	0.2666667	
goose sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mute Swan	0.1266667	0.0720721	0.1010101	0.0948905	0.1451613	0.1166667	0.1140351	0.1735537	0.0816327	0.1226994	0.0962567	0.1111111	0.0627615	0.09375	0.08	0.1042345	0.0552147	0.0646259	0.0664063	0.0658307	0.0258621	0.0376569	0.0233645	0.0071174	0.0248756	0.0202703	0.0289017	0.0617978	0.0727273	0.0425532	0.0352941	0.041841	0.049505	0.0666667	0.0382166	0.0809717	0.0536585	0.1037736	0.0585106	0.0853081	0.0994475	0.0860927	0.0763359	0.0301724	0.0578947	0.0536913	0.08	0.1487179	
Black Swan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0058824	0.0	0.0	0.0	0.0	0.0040486	0.0	0.0	0.0053191	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Trumpeter Swan	0.0	0.0	0.0	0.0	0.0080645	0.0	0.0	0.0	0.0	0.006135	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041841	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047393	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0015	
Tundra Swan	0.02	0.0015	0.0	0.0015	0.0015	0.0015	0.0087719	0.0082645	0.0136054	0.006135	0.0160428	0.003268	0.0041841	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053191	0.0	0.0015	0.0066225	0.0076336	0.012931	0.0105263	0.0134228	0.0015	0.0051282	
Trumpeter/Tundra Swan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
swan sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Muscovy Duck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003268	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Duck	0.02	0.0015	0.030303	0.0218978	0.0015	0.025	0.0438596	0.0330579	0.0340136	0.0552147	0.0534759	0.0620915	0.0920502	0.1116071	0.0872727	0.1009772	0.1042945	0.0680272	0.0703125	0.0595611	0.0215517	0.0585774	0.0654206	0.0569395	0.0298507	0.0337838	0.0289017	0.0280899	0.0060606	0.0212766	0.0235294	0.0376569	0.029703	0.1	0.0509554	0.0809717	0.0634146	0.0471698	0.0691489	0.0805687	0.0220994	0.0331126	0.0152672	0.0086207	0.0105263	0.0067114	0.024	0.0102564	
Mandarin Duck	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Blue-winged Teal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122699	0.0053476	0.0015	0.0292887	0.03125	0.0218182	0.0260586	0.0092025	0.0238095	0.0117188	0.0062696	0.0	0.0125523	0.0	0.0106762	0.0015	0.0	0.0015	0.0	0.0	0.0015	0.0058824	0.0251046	0.009901	0.0555556	0.0509554	0.0364372	0.0439024	0.0235849	0.0212766	0.0094787	0.0110497	0.0015	0.0	0.0	0.0	0.0	0.008	0.0	
Northern Shoveler	0.0466667	0.018018	0.040404	0.0364964	0.0322581	0.0333333	0.0438596	0.0413223	0.0204082	0.0429448	0.0427807	0.0228758	0.0460251	0.0535714	0.0109091	0.0130293	0.006135	0.0136054	0.0015	0.0015	0.0043103	0.0041841	0.0093458	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0015	0.0117647	0.0167364	0.019802	0.0333333	0.0127389	0.0283401	0.0390244	0.0518868	0.0425532	0.0331754	0.0662983	0.0463576	0.0610687	0.0172414	0.0157895	0.033557	0.016	0.0307692	
Gadwall	0.0866667	0.036036	0.0505051	0.080292	0.0645161	0.025	0.0263158	0.0247934	0.047619	0.0429448	0.0641711	0.0326797	0.041841	0.03125	0.0072727	0.0358306	0.006135	0.037415	0.0117188	0.0062696	0.012931	0.0334728	0.0186916	0.0035587	0.0099502	0.0067568	0.0115607	0.0168539	0.0121212	0.0053191	0.0176471	0.0209205	0.0247525	0.0277778	0.0191083	0.0323887	0.0292683	0.0283019	0.0425532	0.0236967	0.0607735	0.0264901	0.0381679	0.0258621	0.0210526	0.0268456	0.024	0.0358974	
Eurasian Wigeon	0.0133333	0.018018	0.010101	0.0072993	0.0241935	0.0416667	0.0175439	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0040486	0.004878	0.009434	0.0106383	0.0015	0.0110497	0.0015	0.0	0.0015	0.0015	0.0067114	0.0	0.0015	
American Wigeon	0.0866667	0.0630631	0.0909091	0.1240876	0.0887097	0.125	0.1052632	0.107438	0.1088435	0.1042945	0.0802139	0.0490196	0.0502092	0.0401786	0.0181818	0.019544	0.0092025	0.0136054	0.0015	0.0	0.0	0.0041841	0.0	0.0035587	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0041841	0.019802	0.0333333	0.0191083	0.0242915	0.0439024	0.0566038	0.0744681	0.0379147	0.0773481	0.0264901	0.0534351	0.0560345	0.0684211	0.0671141	0.048	0.0461538	
Mallard	0.2266667	0.1981982	0.2323232	0.1751825	0.1854839	0.15	0.2280702	0.2644628	0.2040816	0.2208589	0.2245989	0.248366	0.2008368	0.21875	0.2036364	0.247557	0.2269939	0.2312925	0.2148438	0.1912226	0.1422414	0.125523	0.1448598	0.1067616	0.0696517	0.1283784	0.1618497	0.1404494	0.1030303	0.0904255	0.1	0.1380753	0.0990099	0.1777778	0.1464968	0.1781377	0.1853659	0.1981132	0.2765957	0.3696682	0.320442	0.3311258	0.2290076	0.2327586	0.2263158	0.2147651	0.296	0.2615385	
American Black Duck	0.2	0.1441441	0.1717172	0.1751825	0.1693548	0.175	0.1666667	0.1735537	0.1836735	0.1595092	0.0962567	0.130719	0.0585774	0.0848214	0.0290909	0.0390879	0.0122699	0.0442177	0.0234375	0.0188088	0.0043103	0.0083682	0.0046729	0.0106762	0.0099502	0.0067568	0.017341	0.0505618	0.0181818	0.0265957	0.0352941	0.0460251	0.0346535	0.05	0.0700637	0.0850202	0.102439	0.0943396	0.1276596	0.1516588	0.1878453	0.1854305	0.1221374	0.0905172	0.1684211	0.2080537	0.184	0.2102564	
Mallard x American Black Duck (hybrid)	0.0	0.0	0.010101	0.0	0.0	0.0	0.0087719	0.0	0.0	0.0	0.0	0.0015	0.0	0.0044643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053191	0.0	0.0	0.0	0.0	0.0	0.0	0.0067114	0.0	0.0	
Mallard/American Black Duck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Pintail	0.0333333	0.018018	0.040404	0.0510949	0.0483871	0.0583333	0.0526316	0.0165289	0.0408163	0.006135	0.026738	0.0163399	0.0251046	0.0089286	0.0	0.0032573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0015	0.0222222	0.0127389	0.0121457	0.0341463	0.0235849	0.0425532	0.0189573	0.0883978	0.0015	0.0229008	0.0215517	0.0105263	0.0134228	0.016	0.0205128	
Green-winged Teal	0.0466667	0.027027	0.040404	0.0437956	0.0483871	0.0166667	0.0175439	0.0330579	0.0408163	0.0736196	0.0481283	0.0816993	0.0669456	0.0758929	0.0254545	0.0228013	0.0276074	0.0204082	0.0015	0.0015	0.0	0.0041841	0.0	0.0	0.0	0.0135135	0.0015	0.011236	0.0060606	0.0053191	0.0015	0.0376569	0.029703	0.0277778	0.0509554	0.0566802	0.0829268	0.0613208	0.0851064	0.1327014	0.121547	0.0860927	0.0534351	0.0818966	0.0578947	0.0402685	0.024	0.0461538	
dabbling duck sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-crested Pochard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Canvasback	0.0466667	0.009009	0.010101	0.0145985	0.0241935	0.0166667	0.0526316	0.0330579	0.047619	0.0306748	0.0320856	0.0098039	0.0251046	0.0089286	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106383	0.0047393	0.0015	0.0015	0.0229008	0.0172414	0.0210526	0.0268456	0.032	0.0205128	
Redhead	0.0266667	0.0015	0.0	0.0218978	0.0322581	0.025	0.0263158	0.0247934	0.0340136	0.0122699	0.0213904	0.0098039	0.0209205	0.0133929	0.0036364	0.009772	0.0030675	0.0	0.0015	0.0	0.0043103	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0040486	0.0	0.0	0.0053191	0.0047393	0.0	0.0	0.0152672	0.0086207	0.0105263	0.0067114	0.008	0.0153846	
Ring-necked Duck	0.0333333	0.009009	0.010101	0.0218978	0.0322581	0.0666667	0.0526316	0.0578512	0.0612245	0.1042945	0.0695187	0.0653595	0.0711297	0.0714286	0.0363636	0.0358306	0.0015	0.0	0.0	0.0	0.0	0.0041841	0.0046729	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0097561	0.009434	0.0106383	0.0094787	0.0276243	0.013245	0.0152672	0.0344828	0.0052632	0.0134228	0.032	0.0410256	
Tufted Duck	0.0	0.0	0.0015	0.0015	0.0080645	0.0166667	0.0175439	0.0247934	0.0204082	0.006135	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater Scaup	0.0666667	0.0540541	0.0606061	0.080292	0.0645161	0.05	0.0789474	0.0495868	0.0408163	0.0613497	0.0213904	0.0163399	0.0083682	0.03125	0.0036364	0.0	0.0	0.0136054	0.0039063	0.0	0.0	0.0	0.0	0.0	0.0	0.0067568	0.0	0.005618	0.0	0.0	0.0058824	0.0	0.0049505	0.0	0.0	0.0040486	0.0097561	0.009434	0.0106383	0.0094787	0.0331492	0.013245	0.0305344	0.0258621	0.0421053	0.033557	0.024	0.0564103	
Lesser Scaup	0.0266667	0.0015	0.010101	0.0072993	0.016129	0.025	0.0438596	0.0082645	0.0204082	0.0368098	0.0213904	0.003268	0.0167364	0.0267857	0.0072727	0.0032573	0.0030675	0.0015	0.0015	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0106383	0.0047393	0.0110497	0.0066225	0.0229008	0.0172414	0.0157895	0.0201342	0.008	0.025641	
Greater/Lesser Scaup	0.0133333	0.0	0.0	0.0072993	0.0	0.0	0.0	0.0	0.0136054	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041841	0.0	0.0	0.0	0.0	0.0	0.004717	0.0	0.0015	0.0	0.0	0.0076336	0.0	0.0015	0.0	0.008	0.0	
Aythya sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063694	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
King Eider	0.0015	0.0	0.0	0.0072993	0.0	0.0	0.0015	0.0015	0.0	0.0122699	0.0160428	0.003268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0134228	0.008	0.0015	
Common Eider	0.0015	0.009009	0.0015	0.0145985	0.0241935	0.0166667	0.0087719	0.0015	0.0	0.0122699	0.0160428	0.003268	0.0	0.0	0.0	0.0015	0.0015	0.0034014	0.0	0.0	0.0	0.0	0.0046729	0.0	0.0	0.0	0.0	0.0	0.030303	0.0	0.0	0.0	0.0	0.0	0.0127389	0.0080972	0.0	0.009434	0.0106383	0.0047393	0.0	0.0066225	0.0076336	0.0	0.0105263	0.0067114	0.0	0.0	
Harlequin Duck	0.02	0.018018	0.010101	0.0015	0.016129	0.0083333	0.0015	0.0	0.0204082	0.0184049	0.0106952	0.0	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0043103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055249	0.0	0.0015	0.0015	0.0157895	0.0134228	0.0015	0.0	
Surf Scoter	0.0333333	0.018018	0.010101	0.0072993	0.0080645	0.0166667	0.0175439	0.0015	0.0068027	0.0184049	0.0160428	0.0065359	0.0015	0.0044643	0.0015	0.0065147	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040486	0.0097561	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0105263	0.0067114	0.024	0.025641	
White-winged Scoter	0.04	0.018018	0.010101	0.0072993	0.0322581	0.0166667	0.0087719	0.0082645	0.0	0.0245399	0.0160428	0.0065359	0.0041841	0.0044643	0.0036364	0.0032573	0.0	0.0034014	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0161943	0.004878	0.0015	0.0015	0.0047393	0.0015	0.0015	0.0076336	0.0015	0.0157895	0.0201342	0.008	0.025641	
Black Scoter	0.0133333	0.009009	0.0015	0.0145985	0.0241935	0.0166667	0.0087719	0.0	0.0068027	0.0184049	0.0160428	0.0065359	0.0015	0.0015	0.0036364	0.0032573	0.0	0.0102041	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0040486	0.0	0.0	0.0015	0.0015	0.0110497	0.0015	0.0076336	0.0043103	0.0105263	0.0134228	0.016	0.0153846	
scoter sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052632	0.0	0.0	0.0051282	
Long-tailed Duck	0.0333333	0.018018	0.030303	0.0364964	0.0564516	0.025	0.0263158	0.0413223	0.0340136	0.0429448	0.0213904	0.0163399	0.0015	0.0044643	0.0015	0.0032573	0.0030675	0.0068027	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040486	0.0015	0.0	0.0015	0.0015	0.0055249	0.0015	0.0015	0.0043103	0.0157895	0.0402685	0.008	0.0769231	
Bufflehead	0.14	0.0990991	0.0808081	0.0948905	0.0806452	0.1166667	0.1052632	0.0909091	0.0952381	0.1288344	0.0962567	0.0555556	0.0669456	0.09375	0.0327273	0.0260586	0.0214724	0.0136054	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0063694	0.0015	0.0	0.004717	0.0106383	0.0236967	0.0773481	0.0662252	0.1832061	0.112069	0.1368421	0.1275168	0.112	0.1897436	
Common Goldeneye	0.0866667	0.018018	0.040404	0.0218978	0.0645161	0.05	0.0526316	0.0743802	0.0884354	0.0613497	0.0320856	0.0196078	0.0125523	0.0089286	0.0	0.0032573	0.0030675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0047393	0.0276243	0.0015	0.0152672	0.012931	0.0368421	0.0201342	0.016	0.1025641	
Barrow's Goldeneye	0.0	0.0015	0.020202	0.0015	0.016129	0.0015	0.0015	0.0015	0.0	0.006135	0.0	0.0	0.0	0.0044643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051282	
Hooded Merganser	0.1266667	0.045045	0.0707071	0.1094891	0.1048387	0.0666667	0.0789474	0.0743802	0.0952381	0.0981595	0.0695187	0.0784314	0.0334728	0.0535714	0.0218182	0.0065147	0.006135	0.0068027	0.0039063	0.0062696	0.0015	0.0125523	0.0046729	0.0106762	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0041841	0.0	0.0111111	0.0191083	0.0040486	0.0097561	0.0188679	0.0106383	0.0236967	0.0828729	0.0596026	0.0916031	0.0689655	0.0421053	0.0671141	0.048	0.0923077	
Common Merganser	0.06	0.036036	0.030303	0.0364964	0.0403226	0.0333333	0.0438596	0.0578512	0.0544218	0.0797546	0.0802139	0.0588235	0.0543933	0.0491071	0.0327273	0.0260586	0.0245399	0.0068027	0.0015	0.0094044	0.012931	0.0125523	0.0140187	0.0106762	0.0049751	0.0015	0.0057803	0.0015	0.0060606	0.0159574	0.0	0.0041841	0.009901	0.0111111	0.0063694	0.0161943	0.004878	0.004717	0.0053191	0.014218	0.0220994	0.013245	0.0229008	0.0215517	0.0368421	0.0067114	0.032	0.0564103	
Red-breasted Merganser	0.1266667	0.0900901	0.1414141	0.1313869	0.1612903	0.1333333	0.1491228	0.1900826	0.1292517	0.1656442	0.1069519	0.0882353	0.0794979	0.0625	0.0290909	0.0325733	0.0153374	0.0442177	0.0015	0.0062696	0.0	0.0015	0.0015	0.0	0.0	0.0067568	0.0	0.011236	0.0	0.0	0.0	0.0	0.0	0.0015	0.0127389	0.0121457	0.0097561	0.0	0.0106383	0.0094787	0.038674	0.0198675	0.0687023	0.0732759	0.0842105	0.0604027	0.048	0.1179487	
Common/Red-breasted Merganser	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Duck	0.0733333	0.0720721	0.020202	0.0583942	0.0564516	0.0916667	0.0614035	0.0413223	0.0408163	0.0552147	0.0695187	0.0457516	0.0627615	0.0491071	0.04	0.0488599	0.0153374	0.0306122	0.0078125	0.0031348	0.0043103	0.0	0.0046729	0.0	0.0015	0.0202703	0.0015	0.0224719	0.0121212	0.0106383	0.0058824	0.0083682	0.0049505	0.0015	0.0	0.0283401	0.0195122	0.0518868	0.0691489	0.0521327	0.0828729	0.0397351	0.0381679	0.0172414	0.0210526	0.0402685	0.024	0.0358974	
duck sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068027	0.0	0.0	0.0	0.0041841	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0057803	0.0	0.0	0.0	0.0	0.0041841	0.0	0.0055556	0.0	0.0	0.0	0.0	0.0053191	0.0	0.0055249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
