









Frequency of observations in the selected location(s).:
Number of taxa: 	657

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Graylag x Swan Goose (hybrid)	0.0	0.0	0.0	0.0	9.08E-5	4.91E-5	1.108E-4	7.52E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater White-fronted Goose	0.0043691	0.0028508	0.0102873	0.0071969	0.0030887	6.378E-4	1.662E-4	9.023E-4	0.0020158	0.0024322	0.0026544	8.72E-5	5.37E-5	2.772E-4	5.43E-5	3.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.182E-4	7.248E-4	0.0020473	0.0028055	0.002582	0.0017182	0.0039384	0.0039275	0.0032065	0.0022581	0.0046644	
Tundra Bean-Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.081E-4	5.179E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pink-footed Goose	0.0	0.0	0.0	0.0012096	0.0	0.0	0.0	0.0	1.493E-4	0.0	0.0013596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032455	0.002005	1.007E-4	0.0	9.677E-4	0.0	
Domestic goose sp. (Domestic type)	9.773E-4	0.0010016	0.0014478	0.0015724	0.0016352	3.925E-4	9.973E-4	0.0011279	8.213E-4	9.121E-4	9.064E-4	8.288E-4	0.0010208	9.425E-4	7.6E-4	0.0015115	0.002309	0.0017645	8.856E-4	8.028E-4	3.205E-4	8.702E-4	6.392E-4	8.79E-4	3.928E-4	0.0011318	5.484E-4	7.936E-4	7.715E-4	5.262E-4	3.722E-4	7.061E-4	0.001458	5.74E-4	8.646E-4	8.724E-4	0.0016978	0.0014365	0.001369	7.226E-4	0.0014028	0.0015492	5.727E-4	8.593E-4	9.063E-4	0.0011378	4.032E-4	6.058E-4	
Brant	0.0653061	0.0709608	0.0603521	0.0583006	0.05496	0.0341968	0.0418306	0.053989	0.0501717	0.0432324	0.0462903	0.0389078	0.0329895	0.0373122	0.0364801	0.0285637	0.0229477	0.0266959	0.0265692	0.016896	0.0053836	0.0040833	0.0019886	0.0018208	9.427E-4	0.0010448	0.0015538	9.92E-4	0.0010609	0.0017891	0.001954	0.0021824	0.001377	0.001886	8.646E-4	0.0011408	0.0038807	0.0165913	0.0266549	0.0606371	0.0598234	0.0601601	0.062333	0.0577873	0.0538771	0.0559578	0.0484677	0.0624546	
Snow Goose x Brant (hybrid)	1.15E-4	1.541E-4	3.81E-4	0.0	0.0	1.472E-4	1.662E-4	3.76E-4	2.986E-4	0.0	0.0	1.309E-4	0.0	5.54E-5	0.0	0.0	3.55E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02E-5	1.65E-4	8.61E-5	0.0	4.296E-4	2.014E-4	1.034E-4	8.06E-5	6.06E-5	
Barnacle Goose	0.0014372	0.0018491	0.001143	5.443E-4	9.08E-5	1.963E-4	5.54E-5	2.256E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.69E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.851E-4	0.0	0.0	0.0	1.65E-4	2.582E-4	0.0019091	0.0015754	0.0013092	3.103E-4	8.06E-5	1.212E-4	
Cackling Goose	0.004599	0.0046999	0.0041149	0.0034472	0.0028161	8.831E-4	0.0016621	0.0038349	0.007914	0.0097896	0.0050499	7.415E-4	2.149E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.144E-4	3.355E-4	8.893E-4	0.0030884	0.0036238	0.0062624	0.0046208	0.0054222	0.0084002	0.0088793	0.0059416	0.0063095	0.0031452	0.0037558	
Barnacle x Cackling Goose (hybrid)	1.725E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.08E-5	6.47E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02E-5	0.0	0.0	0.0	0.0012173	8.056E-4	0.0	0.0	2.423E-4	
Canada Goose	0.3080195	0.3141999	0.3165435	0.3031751	0.2700763	0.1814346	0.2150812	0.3461162	0.4368374	0.5319227	0.5015538	0.4738725	0.458199	0.4542884	0.4458498	0.4442679	0.4147988	0.378872	0.369866	0.3194572	0.2490547	0.1858893	0.1492898	0.1373768	0.1424307	0.1716873	0.1944978	0.2306064	0.2448645	0.2334245	0.2460221	0.2512998	0.2636481	0.2876589	0.3488171	0.3459938	0.3937263	0.4104001	0.3881462	0.4018185	0.3621586	0.3700835	0.3693204	0.3844612	0.3795569	0.3694663	0.3290323	0.3252362	
Swan Goose x Canada Goose (hybrid)	5.75E-5	0.0	0.0	1.21E-4	0.0015	1.472E-4	5.54E-5	7.52E-5	0.0	6.08E-5	0.0	0.0	5.37E-5	0.0015	0.0	0.0	0.0	0.0	0.0	3.82E-5	6.41E-5	0.0	0.0	0.0	0.0	0.0	0.0	6.61E-5	0.0	0.0	0.0	0.0	0.0	1.64E-4	0.0	6.71E-5	0.0	0.0	1.611E-4	6.02E-5	1.65E-4	0.0	0.0	0.0	0.0	1.034E-4	8.06E-5	0.0	
Greater White-fronted x Canada Goose (hybrid)	5.75E-5	0.0	0.0	6.05E-5	1.817E-4	4.91E-5	0.0	7.52E-5	0.0	2.432E-4	0.0010359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Graylag x Canada Goose (hybrid)	0.0	0.0	1.524E-4	1.21E-4	0.0	1.472E-4	1.662E-4	7.52E-5	1.493E-4	0.0	0.0	4.36E-5	1.075E-4	5.54E-5	0.0	3.88E-5	0.0	3.27E-5	3.69E-5	3.82E-5	0.0	0.0	7.1E-5	0.0	0.0	0.0	0.0	0.0	9.64E-5	0.0	9.3E-5	0.0	8.1E-5	8.2E-5	1.572E-4	0.0	1.617E-4	7.18E-5	0.0	6.02E-5	0.0015	8.61E-5	9.55E-5	7.16E-5	1.007E-4	0.0	8.06E-5	0.0	
Domestic goose sp. x Canada Goose (hybrid)	1.725E-4	3.082E-4	1.524E-4	6.05E-5	9.08E-5	1.472E-4	5.54E-5	7.52E-5	1.493E-4	6.08E-5	6.47E-5	8.72E-5	2.149E-4	1.109E-4	5.43E-5	7.75E-5	0.0015	1.634E-4	7.38E-5	7.65E-5	0.0	2.678E-4	7.1E-5	6.28E-5	7.86E-5	0.0	0.0	1.984E-4	0.0	1.052E-4	0.0	6.42E-5	8.1E-5	8.2E-5	3.93E-4	2.684E-4	4.042E-4	2.155E-4	0.0	1.806E-4	4.951E-4	0.0	0.0	0.0	4.028E-4	3.103E-4	1.613E-4	1.212E-4	
Snow x Canada Goose (hybrid)	1.15E-4	7.7E-5	7.62E-5	3.629E-4	1.817E-4	0.0	0.0	7.52E-5	3.733E-4	3.648E-4	1.942E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.155E-4	8.05E-5	4.817E-4	4.126E-4	4.303E-4	9.55E-5	1.432E-4	1.007E-4	3.103E-4	8.06E-5	1.212E-4	
Barnacle x Canada Goose (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.007E-4	0.0	0.0	0.0	
Cackling/Canada Goose	7.473E-4	0.0013098	8.382E-4	6.653E-4	8.176E-4	6.378E-4	4.986E-4	4.512E-4	0.0012692	0.0015201	9.064E-4	4.362E-4	1.075E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.42E-5	0.0	0.0	1.572E-4	1.342E-4	4.042E-4	5.746E-4	9.663E-4	0.0013247	0.0014028	6.885E-4	0.0012409	0.0010741	0.0016113	0.0012412	5.645E-4	9.692E-4	
Branta sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.052E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.05E-5	6.02E-5	0.0	0.0	0.0	0.0	0.0	2.069E-4	0.0	0.0	
goose sp.	5.174E-4	5.393E-4	2.286E-4	0.0010281	8.176E-4	3.925E-4	8.865E-4	9.023E-4	0.0020158	0.0017025	4.532E-4	2.181E-4	4.836E-4	4.435E-4	3.257E-4	3.876E-4	3.907E-4	2.941E-4	3.69E-4	4.969E-4	1.923E-4	2.008E-4	7.1E-5	2.511E-4	3.928E-4	0.0015	9.14E-5	6.61E-5	2.893E-4	1.052E-4	0.0	5.135E-4	5.67E-4	4.1E-4	3.144E-4	6.039E-4	5.659E-4	8.619E-4	0.0014495	0.0012645	6.601E-4	3.443E-4	9.546E-4	0.0022914	0.0012085	0.0011378	6.452E-4	4.846E-4	
Mute Swan	0.0828399	0.0945373	0.0822221	0.0832779	0.0710392	0.0418507	0.0571223	0.0876006	0.0875765	0.0794722	0.0734818	0.0756783	0.0802708	0.0646449	0.0727974	0.0663902	0.0525736	0.0465625	0.050703	0.0560398	0.0420432	0.0404311	0.0365767	0.0336535	0.0379449	0.0438795	0.0409469	0.0532372	0.0513068	0.0489371	0.0569461	0.0480134	0.0516767	0.0510045	0.0613849	0.0603946	0.0620099	0.0539395	0.0651474	0.0709339	0.084743	0.0771151	0.0866743	0.0817043	0.0884189	0.0847125	0.0756452	0.0803247	
Black Swan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.86E-5	0.0	9.14E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Trumpeter Swan	0.0027019	0.0040065	0.0018289	0.0024191	0.0033612	0.002306	0.0018838	0.0034589	0.0048529	0.0072966	0.0076395	0.0065864	0.0076295	0.0092587	0.0078715	0.0067049	0.0052929	0.0057509	0.0040223	0.0075688	0.0038454	0.0030122	0.0019886	0.0024487	0.0018855	0.0033954	0.0063066	0.0058859	0.0031826	0.0067354	0.0092119	0.0080878	0.0063178	0.0075441	0.0040871	0.0036237	0.0037998	0.0056022	0.0054759	0.005299	0.0035481	0.0031844	0.0030546	0.003652	0.002719	0.0022755	0.0032258	0.002726	
Tundra Swan	0.0066111	0.0106326	0.0100587	0.009495	0.0101744	0.0052497	0.0086431	0.0124821	0.02307	0.0404962	0.0119772	0.0040565	0.0022029	8.871E-4	1.086E-4	2.713E-4	7.1E-5	3.27E-5	7.38E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.425E-4	2.873E-4	0.0011274	0.0078882	0.0086641	0.0088648	0.0180412	0.0205514	0.0144008	0.0106537	0.0073387	0.0104192	
Trumpeter/Tundra Swan	4.024E-4	3.852E-4	4.572E-4	1.814E-4	2.725E-4	3.434E-4	3.878E-4	5.264E-4	8.213E-4	0.0017025	0.0011654	6.107E-4	2.686E-4	3.326E-4	2.171E-4	7.75E-5	0.0015	6.54E-5	0.0	7.65E-5	0.0	0.0	7.1E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.052E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.617E-4	1.436E-4	4.832E-4	3.011E-4	3.301E-4	6.885E-4	0.0021955	0.0012889	0.001007	7.24E-4	4.032E-4	9.087E-4	
swan sp.	0.0010923	0.001695	9.144E-4	7.862E-4	5.451E-4	4.416E-4	0.0012743	0.0017295	0.0011946	0.0023106	0.0016833	9.16E-4	5.91E-4	5.544E-4	3.8E-4	3.488E-4	2.842E-4	3.921E-4	1.476E-4	1.911E-4	1.923E-4	6.69E-5	7.1E-5	1.884E-4	2.357E-4	0.0015	1.828E-4	6.61E-5	9.64E-5	4.21E-4	4.652E-4	2.568E-4	3.24E-4	1.64E-4	3.144E-4	6.71E-5	4.851E-4	1.436E-4	2.416E-4	6.022E-4	0.0011552	0.001291	0.0024819	0.0018618	0.0014099	0.0016549	7.258E-4	0.0012721	
Egyptian Goose	0.0	0.0	0.0	6.05E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06E-5	
Ruddy Shelduck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.568E-4	8.1E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.721E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Muscovy Duck	4.024E-4	6.164E-4	3.048E-4	3.024E-4	1.817E-4	1.963E-4	1.108E-4	7.519E-4	5.973E-4	1.216E-4	3.885E-4	1.745E-4	2.686E-4	1.663E-4	1.086E-4	2.325E-4	7.1E-5	9.8E-5	7.38E-5	2.676E-4	1.923E-4	2.008E-4	7.1E-5	4.395E-4	3.928E-4	8.71E-5	3.656E-4	2.645E-4	0.0	2.105E-4	4.652E-4	2.568E-4	1.62E-4	8.2E-5	3.93E-4	1.342E-4	8.08E-5	3.591E-4	3.221E-4	6.02E-5	1.65E-4	4.303E-4	1.909E-4	2.864E-4	4.028E-4	1.034E-4	8.06E-5	4.24E-4	
Wood Duck	0.0063237	0.0074736	0.0078488	0.0083459	0.0088118	0.0049063	0.0073688	0.0244379	0.0424817	0.0732093	0.0962709	0.1173776	0.1333011	0.1316738	0.1251832	0.1311526	0.1152357	0.0920141	0.0889332	0.0781346	0.0726142	0.0670728	0.0585938	0.0581403	0.0585278	0.066864	0.0701947	0.0796905	0.0832289	0.0946117	0.1059831	0.1036652	0.1033533	0.103649	0.0984045	0.0978392	0.0975018	0.0856856	0.0720728	0.0604564	0.0468686	0.0301231	0.0199504	0.0146079	0.0101712	0.0048614	0.006371	0.0066029	
Mandarin Duck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0015	1.611E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-winged Teal	0.0035642	6.164E-4	7.62E-4	8.467E-4	9.08E-5	4.91E-5	0.0	0.0	4.48E-4	0.0020066	0.0023954	0.0103376	0.0204707	0.0225093	0.0271972	0.0227114	0.0128237	0.0102274	0.0076756	0.0107416	0.0063449	0.0038155	0.0027699	0.0033277	0.0024354	0.0037437	0.003199	0.0051584	0.0059794	0.0163124	0.024565	0.0222094	0.0294022	0.0341123	0.0315177	0.0279828	0.0216671	0.012641	0.0091802	0.0049979	0.0026405	0.0014631	8.591E-4	3.58E-4	2.014E-4	5.172E-4	3.226E-4	2.423E-4	
Northern Shoveler	0.0409313	0.0342091	0.0284234	0.0292712	0.0286156	0.0167304	0.0203889	0.0397774	0.0437509	0.0660951	0.0515344	0.0518625	0.0630239	0.0437434	0.0350687	0.0235253	0.0099108	0.0075154	0.0032474	0.009289	0.0033968	0.0018073	0.0017756	0.0014441	0.0020426	0.0015671	0.001828	0.001984	0.0012537	0.0025258	0.005676	0.0061621	0.0130407	0.0176302	0.01289	0.0182526	0.0256286	0.0252101	0.0290707	0.0401036	0.0516544	0.0450985	0.0524055	0.0438238	0.0426989	0.0428217	0.0298387	0.0352556	
Blue-winged Teal x Northern Shoveler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47E-5	6.08E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gadwall	0.0570854	0.0577086	0.0511316	0.0537043	0.0426962	0.0254636	0.0267051	0.0515076	0.0622667	0.0631157	0.0559368	0.0454942	0.0401891	0.0381438	0.0320829	0.0262383	0.0152392	0.0157496	0.0119562	0.0166667	0.0130103	0.0090367	0.009446	0.0061531	0.0085631	0.0100993	0.0085915	0.0083989	0.0087762	0.0075774	0.0074439	0.0070608	0.0089098	0.0130381	0.0141476	0.0213394	0.030156	0.0328234	0.0434853	0.0457638	0.0452183	0.0437215	0.0547919	0.0568564	0.052568	0.0532685	0.0453226	0.0514296	
Eurasian Wigeon	0.0013797	0.0011557	6.858E-4	0.0011491	2.725E-4	4.91E-5	0.0	3.76E-4	0.0034344	0.0091816	0.0080927	0.001832	0.0011283	4.435E-4	1.629E-4	2.713E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.061E-4	4.86E-4	0.001148	0.0020435	6.039E-4	8.08E-5	6.464E-4	8.858E-4	0.0022882	0.0015678	0.003873	0.0024819	0.0011457	0.0022155	9.309E-4	0.0014516	4.24E-4	
American Wigeon	0.0208681	0.0240388	0.0209556	0.0220139	0.0171693	0.0105976	0.0146268	0.0377472	0.0598029	0.0755807	0.0671371	0.0471517	0.0336342	0.0233409	0.01748	0.0134873	0.0068914	0.0032022	0.0015868	0.0027905	7.691E-4	4.016E-4	7.102E-4	3.139E-4	0.0010999	0.0020895	0.002285	0.0047616	0.0052078	0.0039992	0.0025123	0.0039797	0.0058318	0.0134481	0.014069	0.0161723	0.0213437	0.0276521	0.0326945	0.0408262	0.0348214	0.0333936	0.0366552	0.0310777	0.023565	0.0208937	0.0221774	0.0203538	
Gadwall x American Wigeon (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.52E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eurasian x American Wigeon (hybrid)	2.3E-4	1.541E-4	0.0	3.629E-4	0.0	0.0	0.0	0.0	5.973E-4	0.0	0.0	0.0	0.0	3.326E-4	5.43E-5	3.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65E-4	8.61E-5	7.637E-4	5.729E-4	1.007E-4	2.069E-4	1.613E-4	0.0	
Eurasian/American Wigeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47E-5	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.55E-5	0.0	0.0	0.0	0.0	0.0	
Mallard	0.2740443	0.2893906	0.2868247	0.2538252	0.226835	0.1429202	0.1770181	0.2816001	0.3138719	0.351514	0.348634	0.3328971	0.3333871	0.3294339	0.3276695	0.3284629	0.2972541	0.2749967	0.2678328	0.2574924	0.2031661	0.1704264	0.1463778	0.1398882	0.1459659	0.1648964	0.1644274	0.1840487	0.2037805	0.2308988	0.245743	0.246614	0.2415357	0.2298483	0.2445964	0.2539256	0.2523244	0.2466422	0.2643743	0.2939122	0.3037379	0.3057922	0.3172012	0.3106337	0.3068479	0.3021307	0.26	0.2813787	
Muscovy Duck x Mallard (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
