









Frequency of observations in the selected location(s).:
Number of taxa: 	587

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Greater White-fronted x Canada Goose (hybrid)	1.424E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Graylag x Canada Goose (hybrid)	2.848E-4	3.89E-4	5.822E-4	1.82E-4	7.193E-4	1.777E-4	0.0	0.0	1.968E-4	3.622E-4	5.735E-4	1.275E-4	3.122E-4	0.0	0.0	0.0	2.397E-4	0.0	0.0	0.0	2.278E-4	0.0	4.802E-4	2.235E-4	0.0	0.0	0.0	4.138E-4	5.557E-4	5.653E-4	0.0	1.967E-4	4.614E-4	0.0	0.0	0.0	0.0	2.377E-4	2.472E-4	5.701E-4	0.0011438	0.0013308	0.0012477	0.0014187	0.0014472	3.092E-4	5.782E-4	1.936E-4	
Domestic goose sp. x Canada Goose (hybrid)	0.0	1.945E-4	0.0	1.82E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.779E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.092E-4	0.0	0.0	
Snow x Canada Goose (hybrid)	0.0	0.0	1.941E-4	0.0	4.795E-4	0.0	0.0	0.0	1.968E-4	0.0	1.912E-4	1.275E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.643E-4	0.0	0.0	0.0	2.86E-4	5.323E-4	3.119E-4	2.027E-4	2.894E-4	0.0	0.0	0.0	
Cackling/Canada Goose	1.424E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	1.275E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.643E-4	0.0	0.0	1.9E-4	0.0	2.662E-4	3.119E-4	2.027E-4	0.0	0.0	0.0	0.0	
Branta sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.119E-4	0.0	0.0	0.0	0.0	0.0	
goose sp.	1.424E-4	0.0	0.0	0.0	0.0	0.0	6.51E-5	2.092E-4	1.968E-4	0.0012677	0.001147	0.0010199	1.561E-4	1.325E-4	0.0	1.254E-4	1.198E-4	3.56E-4	0.0	1.311E-4	2.278E-4	0.0	2.401E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.756E-4	3.935E-4	0.0	2.587E-4	0.0	1.968E-4	0.0	4.754E-4	7.415E-4	5.701E-4	0.0011438	5.323E-4	9.357E-4	6.08E-4	5.789E-4	3.092E-4	8.673E-4	0.0	
Mute Swan	0.0754771	0.0735123	0.0972249	0.0496815	0.0644929	0.0376688	0.0238173	0.0705168	0.0692777	0.075335	0.0778054	0.0785314	0.0836585	0.066119	0.0633124	0.0676032	0.0539245	0.0444998	0.0429257	0.0428684	0.0373576	0.0355014	0.0316927	0.0288268	0.0318893	0.035263	0.0368839	0.0442789	0.042234	0.0474845	0.0460309	0.0464293	0.0468281	0.0460424	0.0513416	0.0462416	0.0734867	0.060851	0.0657439	0.0573926	0.0783529	0.0753261	0.0729881	0.0772193	0.0729378	0.0655535	0.0832611	0.0824782	
Black Swan	0.0	0.0	0.0	0.0	0.0	1.777E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Trumpeter Swan	0.0012817	0.004084	0.0023287	0.0020018	0.0050348	0.0019545	0.001757	0.0027202	0.0017713	0.0028975	0.0015293	0.0053544	0.0060871	0.0035776	0.0045879	0.0063966	0.0071899	0.0051026	0.0052245	0.0073414	0.0031891	0.002168	0.002401	0.003352	0.0027076	0.0067587	0.0028617	0.0055866	0.0033343	0.0062182	0.0046858	0.005902	0.0076125	0.00388	0.00387	0.0055096	0.0037008	0.0028524	0.004696	0.0049411	0.0065771	0.0037264	0.0034311	0.0020268	0.0040521	0.0040198	0.0023128	0.0019361	
Tundra Swan	0.0108231	0.0118631	0.0135843	0.0100091	0.0064733	0.0088842	0.0037092	0.0152752	0.0143673	0.0325969	0.0302045	0.0327639	0.015764	0.0023851	7.646E-4	0.0010034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015042	0.0015	3.18E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.377E-4	2.472E-4	0.0039909	0.0094367	0.0212936	0.0262009	0.0261451	0.0283647	0.0272109	0.0135877	0.0158761	
Trumpeter/Tundra Swan	2.848E-4	3.89E-4	1.941E-4	1.82E-4	2.398E-4	1.777E-4	1.952E-4	4.185E-4	1.968E-4	5.433E-4	0.0013382	0.0021673	0.0012486	6.625E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013303	0.0028596	0.0013308	3.119E-4	0.0012161	0.0026049	0.0	2.891E-4	0.0013553	
swan sp.	4.272E-4	5.834E-4	0.0	0.0	4.795E-4	3.554E-4	1.301E-4	6.277E-4	5.904E-4	1.811E-4	7.647E-4	5.099E-4	0.0010926	2.65E-4	1.529E-4	2.508E-4	1.198E-4	0.0	9.884E-4	3.933E-4	2.278E-4	2.71E-4	4.802E-4	0.0	0.0	0.0	3.18E-4	0.0	0.0	2.826E-4	5.513E-4	0.0	2.307E-4	5.173E-4	2.58E-4	1.968E-4	2.643E-4	2.377E-4	0.0	1.9E-4	5.719E-4	0.001597	0.0018715	6.08E-4	2.894E-4	9.276E-4	5.782E-4	7.744E-4	
Ruddy Shelduck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.826E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Muscovy Duck	0.0019937	0.0011669	9.703E-4	0.0025478	0.0016783	0.0010661	4.555E-4	0.0012555	0.0017713	0.0012677	9.558E-4	7.649E-4	0.0012486	9.275E-4	3.059E-4	7.525E-4	2.397E-4	2.373E-4	4.236E-4	1.311E-4	4.556E-4	0.001355	7.203E-4	4.469E-4	6.017E-4	8.816E-4	3.18E-4	0.0014484	0.0016671	8.479E-4	0.0011025	7.869E-4	0.0013841	0.0020693	0.002322	0.0015742	7.93E-4	2.377E-4	7.415E-4	1.9E-4	0.0014298	5.323E-4	9.357E-4	8.107E-4	5.789E-4	3.092E-4	0.0	1.936E-4	
Wood Duck	0.0103959	0.0132244	0.0133903	0.0078253	0.0098298	0.0079957	0.0037743	0.0215526	0.0232238	0.053966	0.0925253	0.1128251	0.1406274	0.1431032	0.143447	0.1374639	0.1185141	0.1083422	0.09037	0.0820661	0.0738041	0.0617886	0.0564226	0.0634637	0.0604693	0.0611225	0.0683625	0.0734533	0.0908586	0.0960995	0.1028115	0.1091875	0.1074971	0.1127781	0.1150671	0.1133412	0.1152524	0.1086285	0.0973801	0.0877993	0.0637689	0.0401916	0.0308796	0.016214	0.0147612	0.0117502	0.0124313	0.0108422	
Mandarin Duck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
Blue-winged Teal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.622E-4	0.0024852	0.0100714	0.0271578	0.0393534	0.0434317	0.0356202	0.0190533	0.010324	0.0057893	0.0099633	0.0068337	0.003252	0.0019208	0.0015642	0.0018051	0.0023509	0.0050874	0.0068281	0.0127813	0.0118711	0.0179162	0.025182	0.0302191	0.0256079	0.0221878	0.0192837	0.0211472	0.0166389	0.0197726	0.0083618	0.0045754	2.662E-4	0.0015596	2.027E-4	8.683E-4	3.092E-4	0.0	0.0	
Northern Shoveler	0.0418684	0.0437573	0.0419173	0.0302093	0.0350036	0.021855	0.0085248	0.0318058	0.0299154	0.0516117	0.0615561	0.0725395	0.0989543	0.0743342	0.0559719	0.0387558	0.0275614	0.0123413	0.0038125	0.0023597	0.0031891	0.001355	0.0012005	0.0013408	0.0015042	0.0011754	3.18E-4	8.276E-4	0.0011114	0.0028265	0.0074421	0.0153453	0.0237601	0.0173306	0.0180599	0.0242031	0.0290775	0.0370811	0.0561048	0.0507412	0.0617672	0.0633484	0.0633188	0.0447912	0.0463097	0.0380334	0.034403	0.0336883	
Gadwall	0.0576759	0.0567872	0.0716088	0.0529572	0.0529849	0.0374911	0.0230364	0.0828625	0.0651447	0.0630206	0.0672911	0.0752167	0.0775714	0.0576388	0.0524545	0.0353694	0.0237268	0.0189866	0.0108726	0.013634	0.0134396	0.0113821	0.0072029	0.0044693	0.0072202	0.0105789	0.0101749	0.0136561	0.0111142	0.0073488	0.0066152	0.0094432	0.0119954	0.0147439	0.0123839	0.0121999	0.0251123	0.0358926	0.0514088	0.063474	0.0789248	0.0894331	0.0826575	0.0747872	0.0723589	0.0578231	0.065915	0.0604066	
Eurasian Wigeon	0.0037026	0.0031116	0.0060159	0.0045496	0.0045553	0.0014215	3.904E-4	0.0014647	3.936E-4	0.0027164	0.0051615	0.0031871	0.001873	0.00106	0.0018351	0.0018813	0.0011983	7.12E-4	1.412E-4	0.0	4.556E-4	0.0	0.0	4.469E-4	0.0	0.0	0.0	0.0010346	0.0	0.0	0.0	1.967E-4	0.0029988	0.0	2.58E-4	3.935E-4	0.001586	0.0019016	0.0029659	0.0028506	0.0031456	0.0047911	0.0021834	0.0036482	0.0060781	0.0037106	0.0060711	0.0032914	
American Wigeon	0.026773	0.0243096	0.0329905	0.0238399	0.0230161	0.0175906	0.0098913	0.038711	0.0484157	0.0615719	0.0697763	0.0916624	0.0902138	0.0563138	0.0315033	0.0210711	0.0107849	0.0051026	0.002118	0.0018353	0.0029613	0.002168	0.0015	0.0020112	0.0024067	0.0023509	0.0034976	0.004552	0.0069464	0.0022612	0.0027563	0.0039347	0.0152249	0.0142266	0.0110939	0.0141677	0.0338356	0.0354172	0.051656	0.0465602	0.0540463	0.0601544	0.047723	0.0447912	0.0431259	0.0327767	0.0367158	0.032333	
Eurasian x American Wigeon (hybrid)	0.0	1.945E-4	0.0	1.82E-4	2.398E-4	0.0	0.0	0.0	1.968E-4	0.0	0.0	1.275E-4	0.0	0.0	1.529E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.662E-4	0.0	0.0	0.0	0.0	2.891E-4	0.0	
Mallard	0.2476502	0.2936601	0.3252474	0.2494995	0.2661232	0.1842573	0.1198022	0.301946	0.2960047	0.3357479	0.3433378	0.4011984	0.4226627	0.3964489	0.3786512	0.3716292	0.347873	0.3144654	0.2973736	0.2902465	0.2683371	0.2349593	0.1913565	0.1736313	0.1738869	0.1827799	0.2015898	0.234223	0.2392331	0.2490107	0.2607497	0.2648042	0.2692042	0.2762545	0.2796698	0.280795	0.3428496	0.3273116	0.3452793	0.3700114	0.3849013	0.4024488	0.4048659	0.3615728	0.348191	0.3042672	0.2957502	0.2952565	
Wood Duck x Mallard (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.967E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gadwall x Mallard (hybrid)	0.0	0.0	0.0	0.0	2.398E-4	1.777E-4	6.51E-5	0.0	0.0	3.622E-4	3.823E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.092E-4	0.0	0.0	
American Black Duck	0.1466819	0.1501361	0.1711624	0.1492266	0.1426516	0.0973703	0.0560292	0.172421	0.1574493	0.1550163	0.1558019	0.1627996	0.1379741	0.0870545	0.0593363	0.0364982	0.0191732	0.0187493	0.0170856	0.0154693	0.0462415	0.0216802	0.0110444	0.015419	0.017148	0.0185131	0.0257552	0.034761	0.034454	0.0392877	0.0396913	0.043675	0.0415225	0.0398345	0.0490196	0.051161	0.0808882	0.0803423	0.1060306	0.1294185	0.154704	0.1788661	0.1756082	0.1584921	0.1507959	0.1493506	0.1618965	0.1494676	
Mallard x American Black Duck (hybrid)	0.0096839	0.0108907	0.0135843	0.010737	0.0107888	0.0078181	0.0030585	0.0100439	0.0129896	0.0112278	0.0105142	0.0061193	0.0074918	0.0041076	0.0027527	0.0031356	0.0025165	0.002136	0.001412	0.0022286	9.112E-4	0.001626	0.0014406	0.0015642	0.0024067	0.002057	0.0038156	0.0060004	0.00389	0.0065008	0.0074421	0.0039347	0.0036909	0.0043973	0.005418	0.0021645	0.0039651	0.0045163	0.0086505	0.0085519	0.0114384	0.0135747	0.0124766	0.008715	0.0095514	0.0089672	0.0101185	0.0106486	
Mallard/American Black Duck	8.545E-4	1.945E-4	7.762E-4	5.46E-4	4.795E-4	5.33E-4	1.952E-4	2.092E-4	5.904E-4	0.0012677	7.647E-4	3.825E-4	0.0012486	0.0014575	9.176E-4	5.017E-4	2.397E-4	1.187E-4	7.06E-4	0.0	0.0	0.0	4.802E-4	0.0	3.008E-4	0.0017632	9.539E-4	0.002276	0.0016671	0.0014132	0.0013782	9.837E-4	0.0023068	0.0012933	5.16E-4	1.968E-4	0.0010574	4.754E-4	7.415E-4	3.801E-4	8.579E-4	5.323E-4	6.238E-4	2.027E-4	2.894E-4	0.0	0.002891	1.936E-4	
Northern Pintail	0.0132441	0.0103073	0.015719	0.0149227	0.0158235	0.0071073	0.0033188	0.0177861	0.030309	0.0414705	0.0384248	0.0582611	0.0524426	0.0201405	0.0077994	0.0087796	0.004314	0.00178	0.0012708	0.0024908	6.834E-4	0.0	0.0	0.0015	0.0	0.0015	6.359E-4	6.207E-4	0.0027785	0.0042397	0.0074421	0.0072792	0.0182238	0.0152613	0.0113519	0.0210547	0.0237906	0.0289993	0.0484429	0.0435196	0.0446097	0.0385946	0.0324392	0.0164167	0.0277858	0.0194805	0.0196589	0.014908	
Mallard x Northern Pintail (hybrid)	0.0	1.945E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Green-winged Teal	0.0105383	0.0110852	0.0161071	0.0121929	0.0148645	0.0056859	0.0026681	0.0169492	0.019878	0.042376	0.0495125	0.0790413	0.1094116	0.0801643	0.0617831	0.0446507	0.0282804	0.011036	0.002118	0.0028841	0.0038724	0.002981	9.604E-4	0.0020112	0.0027076	0.008228	0.0098569	0.013863	0.0169492	0.0169587	0.0192944	0.0332481	0.0565167	0.0336265	0.0325077	0.0428965	0.0570975	0.0520561	0.0706871	0.0686051	0.0640549	0.067341	0.0533375	0.0257398	0.0193922	0.0139147	0.0135877	0.0094869	
teal sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55E-4	0.0	1.325E-4	3.059E-4	1.254E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.069E-4	2.779E-4	0.0	2.756E-4	1.967E-4	6.92E-4	5.173E-4	5.16E-4	0.0015742	5.287E-4	0.0011885	7.415E-4	1.9E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
dabbling duck sp.	0.0	0.0	0.0	0.0	0.0	3.554E-4	3.254E-4	6.277E-4	1.968E-4	5.433E-4	0.0	5.099E-4	6.243E-4	1.325E-4	1.529E-4	0.0	3.595E-4	1.187E-4	0.0	1.311E-4	0.0	0.0	2.401E-4	6.704E-4	6.017E-4	0.0	0.0	6.207E-4	8.336E-4	8.479E-4	0.0	1.967E-4	0.0013841	0.001552	0.001806	0.0015742	5.287E-4	0.0011885	9.886E-4	0.0011403	0.0025736	0.0018632	0.0012477	6.08E-4	0.0014472	6.184E-4	2.891E-4	3.872E-4	
Canvasback	0.0153802	0.0239207	0.0256161	0.0231119	0.0326061	0.0246979	0.0131451	0.0336891	0.0308994	0.0407461	0.0428216	0.0365885	0.0220072	0.0103352	0.0033644	7.525E-4	4.793E-4	2.373E-4	1.412E-4	2.622E-4	4.556E-4	0.0	0.0	2.235E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.643E-4	7.131E-4	0.0017301	0.0020905	0.0040034	0.0039925	0.0034311	0.0117552	0.0060781	0.0074212	0.0130095	0.0118103	
