









Frequency of observations in the selected location(s).:
Number of taxa: 	580

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Snow x Canada Goose (hybrid)	2.388E-4	9.731E-4	0.0	0.0028176	0.0	0.0	0.0	0.0	0.0	0.0026079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.176E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.489E-4	3.406E-4	0.0	0.0	3.316E-4	3.611E-4	8.718E-4	3.304E-4	0.0	0.0	0.0	4.216E-4	0.0	6.932E-4	2.43E-4	
Cackling/Canada Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.093E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.573E-4	3.007E-4	0.0	0.0	0.0	0.0	
goose sp.	0.0	0.0015	0.0	2.348E-4	6.947E-4	0.0	0.0	0.0	0.0	0.0	0.0	2.092E-4	5.144E-4	0.0	0.0	0.0	0.0	0.0	0.0015	2.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.316E-4	0.0	0.0	3.304E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mute Swan	0.0852639	0.0664937	0.0685349	0.0718479	0.0736367	0.0791258	0.0845443	0.0980926	0.0711414	0.0762098	0.0604134	0.0625523	0.0684156	0.0664141	0.0625628	0.0621369	0.0438518	0.0465304	0.036532	0.0403262	0.0322928	0.0307192	0.0326042	0.027914	0.0488025	0.0389729	0.0444333	0.0496853	0.0578871	0.0556631	0.0618291	0.0647205	0.0580448	0.0436148	0.0459809	0.0553516	0.0476968	0.0643236	0.0570603	0.0627724	0.0713578	0.0673144	0.064666	0.0700541	0.0699831	0.0789372	0.0762565	0.0843256	
Black Swan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	2.754E-4	0.0010183	0.0	3.406E-4	0.0	0.0	6.631E-4	0.0	2.18E-4	6.607E-4	0.0	3.573E-4	3.007E-4	4.216E-4	3.851E-4	0.0	0.0	
Trumpeter Swan	0.0050155	0.0016218	0.0024368	0.0028176	0.0041681	0.0030143	0.0049538	0.0057902	0.0055676	0.010142	0.009274	0.0075314	0.0097737	0.0108586	0.0060302	0.0056328	0.0073385	0.0066761	0.0061744	0.0083824	0.0053821	0.0039754	0.0053652	0.0082988	0.0112969	0.0100871	0.0084873	0.0188804	0.0130246	0.0145208	0.0128811	0.016249	0.0173116	0.0132589	0.010218	0.0073426	0.0098007	0.0092838	0.0111954	0.0074106	0.0085894	0.0027759	0.0025009	0.002706	0.0029511	0.0030805	0.0045061	0.0024301	
Tundra Swan	0.0117029	0.0103795	0.0130978	0.0105659	0.0184092	0.0184627	0.0198151	0.0163488	0.0293845	0.0356418	0.0153683	0.0054393	0.0020576	5.051E-4	7.538E-4	3.521E-4	8.949E-4	2.023E-4	0.0	0.0	0.0	3.614E-4	0.0	0.0	4.519E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.316E-4	0.0	6.539E-4	0.0049554	0.0093685	0.0178635	0.0147324	0.012226	0.0146323	0.0138648	0.01774	
Trumpeter/Tundra Swan	0.0011942	6.487E-4	0.0	0.0	0.0	0.0	3.303E-4	3.406E-4	6.186E-4	0.0017386	0.0018548	0.001046	2.572E-4	2.525E-4	0.0	5.281E-4	1.79E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.294E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18E-4	3.304E-4	3.47E-4	7.145E-4	0.0	8.432E-4	0.0	0.0015	2.43E-4	
swan sp.	7.165E-4	0.0	0.0	4.696E-4	3.473E-4	0.0	3.303E-4	3.406E-4	0.0015	8.693E-4	7.949E-4	0.0	5.144E-4	2.525E-4	0.0	3.521E-4	5.37E-4	0.0	2.573E-4	0.0	0.0	3.614E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.489E-4	6.812E-4	0.0	3.267E-4	0.0	0.0	0.0	0.0015	6.94E-4	0.0	6.013E-4	4.216E-4	0.0	0.0	0.0	
Egyptian Goose	0.0	0.0	0.0	0.0	3.473E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	2.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Muscovy Duck	9.553E-4	0.0022705	0.0018276	0.0021132	0.0031261	0.0015072	0.001321	0.001703	0.0021652	0.0026079	0.0021198	0.0014644	0.0023148	0.0012626	0.0020101	0.0015842	8.949E-4	0.0010115	0.0018009	0.0024921	0.0014352	0.0032526	0.0024763	0.0018861	4.519E-4	4.585E-4	9.985E-4	0.0019874	0.0033767	0.0038722	0.0047231	0.0033049	0.0037339	0.0013957	0.0013624	0.0031065	6.534E-4	3.316E-4	0.0018057	0.0010898	9.911E-4	0.0020819	0.0014291	0.0024053	0.0042159	0.0011552	0.0010399	0.0012151	
Wood Duck	0.008598	0.0071359	0.0097472	0.0075135	0.0083362	0.0075358	0.0135403	0.0275886	0.0392824	0.0579542	0.0914149	0.1131799	0.1149691	0.1267677	0.1236181	0.1283225	0.1193843	0.0926563	0.0866993	0.0854101	0.0714029	0.068305	0.0548906	0.0622407	0.0600994	0.0591472	0.0808787	0.1073203	0.103232	0.1200387	0.1124946	0.1065822	0.1126952	0.1210747	0.0991144	0.0895227	0.0806926	0.0964854	0.0758397	0.0568875	0.0383218	0.0225538	0.0139335	0.0156344	0.0151771	0.0100116	0.0138648	0.0082625	
Blue-winged Teal	0.0016718	3.244E-4	0.0	2.348E-4	3.473E-4	0.0015072	6.605E-4	3.406E-4	0.0015466	0.0028977	0.0063593	0.0112971	0.0208333	0.0295455	0.0246231	0.0285161	0.0284589	0.0131499	0.0100334	0.0097417	0.0043057	0.0021684	0.002889	0.005281	0.0040669	0.0045851	0.001997	0.0069559	0.0053063	0.0125847	0.0339201	0.0421372	0.0539715	0.0509421	0.0384877	0.0378424	0.0261352	0.0295093	0.0241965	0.0124237	0.0069376	0.0031228	7.145E-4	9.02E-4	0.0	7.701E-4	0.0	0.0	
Northern Shoveler	0.0429902	0.0301654	0.025891	0.0225405	0.0260507	0.0203466	0.0323646	0.0493869	0.04485	0.0689655	0.0736619	0.0635983	0.0704733	0.0563131	0.0447236	0.0264038	0.0180777	0.0101153	0.0090044	0.0097417	0.0035881	0.001807	8.254E-4	0.0045266	0.0018075	0.0032095	4.993E-4	0.0023186	4.824E-4	0.0082285	0.0193216	0.0239603	0.0285132	0.0334962	0.0330381	0.0327591	0.0258086	0.045756	0.0455038	0.0536181	0.0657417	0.0503123	0.0514469	0.0532171	0.0476391	0.0473623	0.0357019	0.0452005	
Blue-winged Teal x Northern Shoveler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.023E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gadwall	0.0616193	0.0642232	0.0575693	0.0563513	0.0600903	0.0535041	0.073646	0.0762943	0.0615527	0.0880904	0.0792263	0.0644351	0.0614712	0.0545455	0.0462312	0.0315085	0.0250582	0.0202306	0.0190378	0.0219755	0.0179404	0.0130105	0.0152703	0.0147114	0.018075	0.0119211	0.0109835	0.0175555	0.015919	0.0145208	0.0137398	0.0151473	0.0142566	0.0153524	0.01703	0.027111	0.0280954	0.0537135	0.0487541	0.0623365	0.0786257	0.0579459	0.056806	0.0742634	0.0590219	0.0658452	0.0707106	0.0653706	
Eurasian Wigeon	4.777E-4	9.731E-4	0.0018276	0.001174	0.0020841	7.536E-4	0.001321	3.406E-4	3.093E-4	0.0017386	0.0039746	0.0016736	0.0041152	0.0025253	2.513E-4	1.76E-4	3.58E-4	4.046E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012881	0.0	0.0	0.0	0.0	0.0	0.0	3.316E-4	7.223E-4	6.539E-4	0.0029732	0.0034698	0.0042872	0.002706	0.0037943	0.0030805	0.002773	0.0017011	
American Wigeon	0.0329592	0.0441129	0.0271094	0.0349847	0.0507121	0.0395629	0.0515192	0.0670981	0.0695948	0.1014199	0.0885003	0.0638075	0.0627572	0.0517677	0.0256281	0.0154902	0.0102023	0.0050577	0.0025727	0.0029452	0.0025117	7.228E-4	0.0016508	0.0030177	0.0027113	0.0064191	0.0044933	0.0082809	0.0014472	0.0096805	0.0068699	0.0038557	0.0088255	0.0143057	0.0149864	0.0262638	0.0258086	0.0490716	0.0530878	0.0505667	0.061447	0.0451076	0.0375134	0.0438966	0.0417369	0.0504428	0.0464471	0.037181	
Eurasian x American Wigeon (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.572E-4	2.525E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.851E-4	0.0	2.43E-4	
Eurasian/American Wigeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.573E-4	0.0	0.0	0.0	0.0	0.0	
Mallard	0.281347	0.2533247	0.2552543	0.2477107	0.2615491	0.2430294	0.2681638	0.3031335	0.2916796	0.3549696	0.327239	0.3497908	0.3840021	0.3593434	0.3505025	0.3372646	0.3205656	0.2998179	0.2878827	0.2806978	0.22892	0.2034695	0.1820058	0.1946435	0.2069589	0.1788171	0.1987019	0.2441206	0.2450555	0.2909003	0.289824	0.2957863	0.2780041	0.2875087	0.2656676	0.2815589	0.2701731	0.3096817	0.301914	0.342197	0.3296994	0.3056905	0.3201143	0.3247144	0.3182968	0.3303812	0.3112652	0.2797084	
Muscovy Duck x Mallard (hybrid)	7.165E-4	0.0019462	0.0012184	0.0014088	6.947E-4	0.0	9.908E-4	0.0013624	0.0015466	8.693E-4	7.949E-4	6.276E-4	0.001286	0.0012626	0.001005	5.281E-4	0.0	0.0	5.145E-4	0.0013593	3.588E-4	0.0010842	0.0012381	0.0	0.0	4.585E-4	0.0	0.0	4.824E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.013E-4	0.0012648	0.0	6.932E-4	4.86E-4	
Gadwall x Mallard (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.406E-4	0.0	2.898E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Black Duck	0.139957	0.1362309	0.1486445	0.1429913	0.1528308	0.1458176	0.1562087	0.1583787	0.1357872	0.1521298	0.1232114	0.1133891	0.1059671	0.0686869	0.0439698	0.0339729	0.0205835	0.0180053	0.0187806	0.021749	0.0204521	0.0151789	0.0218737	0.0233874	0.0266606	0.0243008	0.0349476	0.0483604	0.0569223	0.0561471	0.0528124	0.0484715	0.0427699	0.0537334	0.0388283	0.0604349	0.0604378	0.1007958	0.1079812	0.1377507	0.1364387	0.1179736	0.1289746	0.134095	0.1374368	0.1490181	0.1511265	0.144836	
Mallard x American Black Duck (hybrid)	0.0126582	0.0110282	0.0140116	0.0117398	0.0104203	0.0177091	0.010568	0.0126022	0.0160841	0.0130397	0.0119237	0.0069038	0.0066872	0.0055556	0.0025126	0.0021123	0.0016109	0.00263	0.0020581	0.0031717	0.0039469	0.0010842	0.0045398	0.0018861	0.003615	0.0041265	0.001997	0.0033124	0.0086831	0.0014521	0.0030056	0.0044065	0.0023761	0.0038381	0.0047684	0.0045185	0.0039203	0.0079576	0.0093897	0.0065388	0.0085894	0.0055517	0.0096463	0.0126278	0.0096965	0.0107817	0.0114385	0.0089915	
Mallard/American Black Duck	0.0	3.244E-4	0.0	4.696E-4	0.0	7.536E-4	0.0	6.812E-4	3.093E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.79E-4	0.0	0.0	0.0	0.0	0.0	4.127E-4	0.0	0.0	0.0	0.0	0.0	9.648E-4	0.0	0.0	2.754E-4	0.0	3.489E-4	0.0	0.0	0.0	0.0	0.0	2.18E-4	0.0	0.0	0.0	0.0	0.0012648	0.0	3.466E-4	7.29E-4	
Northern Pintail	0.0195844	0.0129744	0.0127932	0.0131486	0.024314	0.0199699	0.0287318	0.0507493	0.061862	0.0753405	0.045045	0.0382845	0.0365226	0.0212121	0.0110553	0.0079211	0.0048326	0.0010115	0.0030872	9.062E-4	7.176E-4	0.0	4.127E-4	0.0011316	0.0	9.17E-4	4.993E-4	0.0033124	0.0014472	0.0048403	0.003435	0.0052327	0.0071283	0.0132589	0.011921	0.0144027	0.0225417	0.0431034	0.0418924	0.0453357	0.0353485	0.0170021	0.0178635	0.0183403	0.0177066	0.0169426	0.017331	0.0150668	
Mallard x Northern Pintail (hybrid)	0.0	0.0	3.046E-4	2.348E-4	3.473E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Green-winged Teal	0.0162407	0.016218	0.009138	0.0143226	0.0201459	0.0131876	0.0221268	0.0452997	0.0439221	0.064619	0.0837308	0.0949791	0.091821	0.0767677	0.0575377	0.0408379	0.0259531	0.0109245	0.0069462	0.0088355	0.0046645	0.0014456	0.0024763	0.0113165	0.0103931	0.0091701	0.0089865	0.0205366	0.0139894	0.0212972	0.0287677	0.0481961	0.053632	0.0516399	0.0422343	0.0454674	0.0522705	0.0802387	0.0725894	0.0695292	0.0637595	0.0430257	0.039657	0.0288635	0.0240304	0.0207932	0.0235702	0.0150668	
teal sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.508E-4	3.394E-4	6.978E-4	0.0	0.0011296	6.534E-4	9.947E-4	3.611E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
dabbling duck sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65E-4	0.0	2.572E-4	0.0	0.0	1.76E-4	0.0	0.0	0.0	2.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.508E-4	0.0	0.0015	3.406E-4	0.0	0.0	6.631E-4	0.0014446	2.18E-4	6.607E-4	3.47E-4	3.573E-4	3.007E-4	0.0	7.701E-4	0.0	2.43E-4	
Canvasback	0.0200621	0.0327603	0.0338105	0.0237145	0.0277874	0.0252449	0.0277411	0.0282698	0.0300031	0.0310055	0.0214626	0.0138075	0.0100309	0.0073232	0.0012563	0.0017603	0.0010739	0.0	0.0	4.531E-4	0.0	0.0	0.0	3.772E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010834	0.0028335	0.004625	0.0013879	0.0050018	0.0042093	0.0067454	0.006161	0.0124783	0.0106926	
Redhead	0.0262718	0.033409	0.0405117	0.0389763	0.0295241	0.0293896	0.0287318	0.0245232	0.0266007	0.0388293	0.0302067	0.0223849	0.0257202	0.0194444	0.0062814	0.0049287	0.0059066	0.0016185	0.0048881	0.0040779	0.0032293	0.001807	8.254E-4	0.0041494	0.0040669	9.17E-4	9.985E-4	6.625E-4	4.824E-4	9.681E-4	0.0017175	5.508E-4	0.0016972	0.0010468	0.001703	0.0025417	0.0029402	0.0049735	0.0144456	0.0091543	0.0142055	0.0111034	0.0150054	0.0132291	0.017285	0.0188679	0.0131716	0.0165249	
Ring-necked Duck	0.0358252	0.0454103	0.0347243	0.0424982	0.0340396	0.0369254	0.0346764	0.0582425	0.0637179	0.1115619	0.1110228	0.1110879	0.1170267	0.0722222	0.0417085	0.0304524	0.0187936	0.00526	0.003859	0.0029452	0.0025117	0.003614	0.002889	0.0018861	0.0022594	4.585E-4	0.0014978	0.0026499	9.648E-4	0.0029042	0.0025762	0.0038557	0.0023761	0.0055827	0.0057902	0.0081898	0.008494	0.0208886	0.0213073	0.0422842	0.044929	0.0426787	0.0317971	0.0405893	0.0328836	0.03196	0.0308492	0.0325638	
Tufted Duck	0.002866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048527	0.0036452	
